FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,11,Laurea e post-laurea,2024,134,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2023,1024,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2024,1091,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2023,90,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2024,80,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,4,Licenza di scuola media,2023,670,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,4,Licenza di scuola media,2024,684,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,7,Diploma,2023,581,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,7,Diploma,2024,581,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,11,Laurea e post-laurea,2023,158,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,11,Laurea e post-laurea,2024,138,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2023,1499,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2024,1482,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,118,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,131,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,4,Licenza di scuola media,2023,191,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,4,Licenza di scuola media,2024,155,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,7,Diploma,2023,151,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,7,Diploma,2024,157,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,11,Laurea e post-laurea,2023,52,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,11,Laurea e post-laurea,2024,54,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,511,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2024,497,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,235,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,229,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,4,Licenza di scuola media,2023,1300,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,4,Licenza di scuola media,2024,1304,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,7,Diploma,2023,1349,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,7,Diploma,2024,1393,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,11,Laurea e post-laurea,2023,349,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,11,Laurea e post-laurea,2024,338,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,99,Totale,2023,3232,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,99,Totale,2024,3264,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2023,38,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2024,24.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,4,Licenza di scuola media,2023,44.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,4,Licenza di scuola media,2024,46.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,7,Diploma,2023,35.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,7,Diploma,2024,34.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,11,Laurea e post-laurea,2023,21.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,11,Laurea e post-laurea,2024,23.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,36.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2024,35.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2023,43.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2024,46.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,4,Licenza di scuola media,2023,48.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,4,Licenza di scuola media,2024,49.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,7,Diploma,2023,42.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,7,Diploma,2024,41,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,11,Laurea e post-laurea,2023,38.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,11,Laurea e post-laurea,2024,37.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,44.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2024,44.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,40.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,38.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,4,Licenza di scuola media,2023,41.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,4,Licenza di scuola media,2024,42,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,7,Diploma,2023,48.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,7,Diploma,2024,33.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,11,Laurea e post-laurea,2023,31.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,11,Laurea e post-laurea,2024,42.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,42.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2024,38.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,40.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,38.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,4,Licenza di scuola media,2023,44.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,4,Licenza di scuola media,2024,45,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,7,Diploma,2023,36.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,7,Diploma,2024,34.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,11,Laurea e post-laurea,2023,28.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,11,Laurea e post-laurea,2024,29.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,99,Totale,2023,38.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,99,Totale,2024,38.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2023,29.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2024,23.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,4,Licenza di scuola media,2023,27.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,4,Licenza di scuola media,2024,35.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,7,Diploma,2023,20.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,7,Diploma,2024,25.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,11,Laurea e post-laurea,2023,14.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,11,Laurea e post-laurea,2024,15.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,20.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2024,25,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2023,39.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,3,'Licenza di scuola elementare, nessun titolo di studio',2024,28.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,4,Licenza di scuola media,2023,32.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,4,Licenza di scuola media,2024,32,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,7,Diploma,2023,29.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,7,Diploma,2024,28.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,11,Laurea e post-laurea,2023,27.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,11,Laurea e post-laurea,2024,23.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,30.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2024,28.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,24.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,27.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,4,Licenza di scuola media,2023,38.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,4,Licenza di scuola media,2024,20.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,7,Diploma,2023,29.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,7,Diploma,2024,38,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,11,Laurea e post-laurea,2023,32.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,11,Laurea e post-laurea,2024,33.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,30.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2024,28.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2023,28.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,3,'Licenza di scuola elementare, nessun titolo di studio',2024,27.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,4,Licenza di scuola media,2023,30.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,4,Licenza di scuola media,2024,27.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,7,Diploma,2023,24.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,7,Diploma,2024,25.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,11,Laurea e post-laurea,2023,20.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,11,Laurea e post-laurea,2024,19.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,99,Totale,2023,26,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,99,Totale,2024,25.5,,
