FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y65-74,65-74 anni,2023,46.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y65-74,65-74 anni,2024,41.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE75,75 anni e più,2023,28.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE75,75 anni e più,2024,32.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,2023,38.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,2024,38.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y14-17,14-17 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y14-17,14-17 anni,2024,3.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y18-19,18-19 anni,2023,17.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y18-19,18-19 anni,2024,7.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y20-24,20-24 anni,2023,16.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y20-24,20-24 anni,2024,12.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-34,25-34 anni,2023,15.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-34,25-34 anni,2024,23.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y35-44,35-44 anni,2023,24.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y35-44,35-44 anni,2024,26,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-54,45-54 anni,2023,27.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-54,45-54 anni,2024,29.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y55-59,55-59 anni,2023,34.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y55-59,55-59 anni,2024,30.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y60-64,60-64 anni,2023,34.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y60-64,60-64 anni,2024,25.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y65-74,65-74 anni,2023,33.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y65-74,65-74 anni,2024,29.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE75,75 anni e più,2023,25.3,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE75,75 anni e più,2024,27.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,2023,26,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,2024,25.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y14-17,14-17 anni,2023,7.4,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y14-17,14-17 anni,2024,5.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y18-19,18-19 anni,2023,21.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y18-19,18-19 anni,2024,15.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y20-24,20-24 anni,2023,19.8,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y20-24,20-24 anni,2024,19.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-34,25-34 anni,2023,27.6,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-34,25-34 anni,2024,29.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y35-44,35-44 anni,2023,33,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y35-44,35-44 anni,2024,33.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-54,45-54 anni,2023,37.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-54,45-54 anni,2024,37.7,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2023,40,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2024,37.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2023,39.9,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2024,37.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2023,40.1,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2024,35.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2023,26.5,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2024,30,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE14,14 anni e più,2023,33.2,,
A,Annuale,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE14,14 anni e più,2024,32.6,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y14-17,14-17 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y14-17,14-17 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2023,4,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2024,7,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2023,25,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2024,21,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2023,41,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2024,42,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2023,91,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2024,65,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2023,41,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2024,47,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2023,26,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2024,32,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y65-74,65-74 anni,2023,28,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y65-74,65-74 anni,2024,32,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y_GE75,75 anni e più,2023,6,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y_GE75,75 anni e più,2024,13,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y_GE14,14 anni e più,2023,261,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,1,Maschi,Y_GE14,14 anni e più,2024,258,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y14-17,14-17 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y14-17,14-17 anni,2024,2,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y18-19,18-19 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y18-19,18-19 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y20-24,20-24 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y20-24,20-24 anni,2024,..,0,Il dato non raggiunge la metà della cifra minima considerata
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y25-34,25-34 anni,2023,9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y25-34,25-34 anni,2024,3,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y35-44,35-44 anni,2023,14,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y35-44,35-44 anni,2024,7,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y45-54,45-54 anni,2023,17,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y45-54,45-54 anni,2024,9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y55-59,55-59 anni,2023,4,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y55-59,55-59 anni,2024,22,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y60-64,60-64 anni,2023,22,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y60-64,60-64 anni,2024,17,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y65-74,65-74 anni,2023,9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y65-74,65-74 anni,2024,14,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y_GE75,75 anni e più,2023,9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y_GE75,75 anni e più,2024,2,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y_GE14,14 anni e più,2023,85,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2,Femmine,Y_GE14,14 anni e più,2024,76,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2024,2,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2023,4,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2024,7,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2023,34,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2024,24,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2023,55,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2024,49,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2023,108,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2024,75,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2023,45,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2024,68,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2023,48,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2024,49,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2023,37,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2024,46,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2023,14,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2024,14,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2023,346,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2024,335,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2023,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2024,0,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y20-24,20-24 anni,2023,0.9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y20-24,20-24 anni,2024,1.5,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-34,25-34 anni,2023,2.4,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-34,25-34 anni,2024,2.1,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y35-44,35-44 anni,2023,3.8,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y35-44,35-44 anni,2024,3.9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-54,45-54 anni,2023,7.3,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-54,45-54 anni,2024,5.5,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y55-59,55-59 anni,2023,8,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y55-59,55-59 anni,2024,8.9,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y60-64,60-64 anni,2023,7,,
A,Annuale,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y60-64,60-64 anni,2024,7.4,,
